source_file,source_line,import_type,module,imported_name,alias,status,details,is_used
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,44,from_import,src.drawing_intelligence.database.models.data_structures,BatchResult,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,44,from_import,src.drawing_intelligence.database.models.data_structures,CostReport,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,44,from_import,src.drawing_intelligence.database.models.data_structures,DailyCost,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,44,from_import,src.drawing_intelligence.database.models.data_structures,DrawingRecord,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,44,from_import,src.drawing_intelligence.database.models.data_structures,EntityType,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\report_generator.py,442,from_import,src.drawing_intelligence.database.models.data_structures,EntityType,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\__init__.py,5,from_import,src.drawing_intelligence.export.export_manager,ExportManager,,exists,Class 'ExportManager' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\__init__.py,5,from_import,src.drawing_intelligence.export.export_manager,ExportConfig,,exists,Class 'ExportConfig' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\__init__.py,6,from_import,src.drawing_intelligence.export.export_manager.json_exporter,JSONExporter,,missing,Module 'src.drawing_intelligence.export.export_manager.json_exporter' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\__init__.py,7,from_import,src.drawing_intelligence.export.export_manager.csv_exporter,CSVExporter,,missing,Module 'src.drawing_intelligence.export.export_manager.csv_exporter' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\export\__init__.py,8,from_import,src.drawing_intelligence.export.export_manager.report_generator,ReportGenerator,,missing,Module 'src.drawing_intelligence.export.export_manager.report_generator' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\budget_controller.py,24,import,logging,,,external,Standard library: logging,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\budget_controller.py,25,from_import,dataclasses,dataclass,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\budget_controller.py,26,from_import,datetime,datetime,,external,Standard library: datetime,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\budget_controller.py,27,from_import,enum,Enum,,external,Standard library: enum,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\budget_controller.py,28,from_import,typing,TYPE_CHECKING,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\budget_controller.py,28,from_import,typing,ClassVar,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\budget_controller.py,28,from_import,typing,Dict,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\budget_controller.py,28,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\budget_controller.py,28,from_import,typing,Tuple,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\budget_controller.py,28,from_import,typing,Union,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\budget_controller.py,30,from_import,src.drawing_intelligence.llm.models.model_registry,ModelRegistry,,missing,Module 'src.drawing_intelligence.llm.models.model_registry' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\budget_controller.py,30,from_import,src.drawing_intelligence.llm.models.model_registry,ModelSpec,,missing,Module 'src.drawing_intelligence.llm.models.model_registry' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\budget_controller.py,30,from_import,src.drawing_intelligence.llm.models.model_registry,ModelTier,,missing,Module 'src.drawing_intelligence.llm.models.model_registry' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\budget_controller.py,33,from_import,src.drawing_intelligence.export.database.database_manager,DatabaseManager,,missing,Module 'src.drawing_intelligence.export.database.database_manager' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\cost_tracker.py,9,import,csv,,,external,Standard library: csv,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\cost_tracker.py,10,import,json,,,external,Standard library: json,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\cost_tracker.py,11,import,logging,,,external,Standard library: logging,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\cost_tracker.py,12,from_import,collections,defaultdict,,external,Standard library: collections,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\cost_tracker.py,13,from_import,dataclasses,dataclass,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\cost_tracker.py,14,from_import,datetime,datetime,,external,Standard library: datetime,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\cost_tracker.py,14,from_import,datetime,timedelta,,external,Standard library: datetime,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\cost_tracker.py,14,from_import,datetime,timezone,,external,Standard library: datetime,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\cost_tracker.py,15,from_import,pathlib,Path,,external,Standard library: pathlib,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\cost_tracker.py,16,from_import,typing,Any,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\cost_tracker.py,16,from_import,typing,Dict,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\cost_tracker.py,16,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\cost_tracker.py,16,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\cost_tracker.py,16,from_import,typing,Tuple,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\cost_tracker.py,18,from_import,src.drawing_intelligence.export.database.database_manager,DatabaseManager,,missing,Module 'src.drawing_intelligence.export.database.database_manager' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\cost_tracker.py,19,from_import,src.drawing_intelligence.database.models.data_structures,CostReport,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\cost_tracker.py,19,from_import,src.drawing_intelligence.database.models.data_structures,DailyCost,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\cost_tracker.py,19,from_import,src.drawing_intelligence.database.models.data_structures,TokenUsage,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\cost_tracker.py,19,from_import,src.drawing_intelligence.database.models.data_structures,TokenUsageSummary,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\cost_tracker.py,25,from_import,src.drawing_intelligence.llm.models.model_registry,ModelRegistry,,missing,Module 'src.drawing_intelligence.llm.models.model_registry' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,32,import,json,,,external,Standard library: json,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,33,import,logging,,,external,Standard library: logging,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,34,import,os,,,external,Standard library: os,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,35,import,random,,,external,Standard library: random,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,36,import,time,,,external,Built-in module: time,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,37,from_import,abc,ABC,,external,Standard library: abc,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,37,from_import,abc,abstractmethod,,external,Standard library: abc,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,38,from_import,dataclasses,dataclass,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,38,from_import,dataclasses,field,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,39,from_import,enum,Enum,,external,Standard library: enum,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,40,from_import,typing,Any,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,40,from_import,typing,Callable,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,40,from_import,typing,Dict,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,40,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,40,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,40,from_import,typing,Tuple,,external,Standard library: typing,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,42,import,cv2,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,43,import,numpy,,np,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,45,from_import,src.drawing_intelligence.database.models.data_structures,DrawingAssessment,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,45,from_import,src.drawing_intelligence.database.models.data_structures,Entity,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,45,from_import,src.drawing_intelligence.database.models.data_structures,EntityType,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,45,from_import,src.drawing_intelligence.database.models.data_structures,OCRVerification,,missing,Module 'src.drawing_intelligence.database.models.data_structures' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,51,from_import,src.drawing_intelligence.llm.models.model_registry,ModelRegistry,,missing,Module 'src.drawing_intelligence.llm.models.model_registry' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,51,from_import,src.drawing_intelligence.llm.models.model_registry,ModelSpec,,missing,Module 'src.drawing_intelligence.llm.models.model_registry' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,52,from_import,src.drawing_intelligence.database.utils.error_handlers,BudgetExceededException,,missing,Module 'src.drawing_intelligence.database.utils.error_handlers' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,52,from_import,src.drawing_intelligence.database.utils.error_handlers,ConfigurationError,,missing,Module 'src.drawing_intelligence.database.utils.error_handlers' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,52,from_import,src.drawing_intelligence.database.utils.error_handlers,LLMAPIError,,missing,Module 'src.drawing_intelligence.database.utils.error_handlers' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,57,from_import,src.drawing_intelligence.database.utils.file_utils,generate_unique_id,,missing,Module 'src.drawing_intelligence.database.utils.file_utils' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,58,from_import,src.drawing_intelligence.llm.utils.geometry_utils,BoundingBox,,missing,Module 'src.drawing_intelligence.llm.utils.geometry_utils' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,59,from_import,src.drawing_intelligence.llm.utils.image_utils,encode_image_base64,,missing,Module 'src.drawing_intelligence.llm.utils.image_utils' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,60,from_import,src.drawing_intelligence.llm.llm_gateway.budget_controller,BudgetController,,missing,Module 'src.drawing_intelligence.llm.llm_gateway.budget_controller' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,60,from_import,src.drawing_intelligence.llm.llm_gateway.budget_controller,UseCaseType,,missing,Module 'src.drawing_intelligence.llm.llm_gateway.budget_controller' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,61,from_import,src.drawing_intelligence.llm.llm_gateway.cost_tracker,CostTracker,,missing,Module 'src.drawing_intelligence.llm.llm_gateway.cost_tracker' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,62,from_import,src.drawing_intelligence.llm.llm_gateway.prompt_library,PromptLibrary,,missing,Module 'src.drawing_intelligence.llm.llm_gateway.prompt_library' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,63,from_import,src.drawing_intelligence.llm.llm_gateway.providers.base_provider,BaseLLMProvider,,missing,Module 'src.drawing_intelligence.llm.llm_gateway.providers.base_provider' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,63,from_import,src.drawing_intelligence.llm.llm_gateway.providers.base_provider,LLMResponse,,missing,Module 'src.drawing_intelligence.llm.llm_gateway.providers.base_provider' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,63,from_import,src.drawing_intelligence.llm.llm_gateway.providers.base_provider,TokenUsage,,missing,Module 'src.drawing_intelligence.llm.llm_gateway.providers.base_provider' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,64,from_import,src.drawing_intelligence.llm.llm_gateway.providers.anthropic_provider,AnthropicProvider,,missing,Module 'src.drawing_intelligence.llm.llm_gateway.providers.anthropic_provider' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,65,from_import,src.drawing_intelligence.llm.llm_gateway.providers.google_provider,GoogleProvider,,missing,Module 'src.drawing_intelligence.llm.llm_gateway.providers.google_provider' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\llm_gateway.py,66,from_import,src.drawing_intelligence.llm.llm_gateway.providers.openai_provider,OpenAIProvider,,missing,Module 'src.drawing_intelligence.llm.llm_gateway.providers.openai_provider' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\prompt_library.py,19,import,logging,,,external,Standard library: logging,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\prompt_library.py,20,import,re,,,external,Standard library: re,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\prompt_library.py,21,from_import,dataclasses,dataclass,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\prompt_library.py,21,from_import,dataclasses,asdict,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\prompt_library.py,22,from_import,pathlib,Path,,external,Standard library: pathlib,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\prompt_library.py,23,from_import,typing,Dict,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\prompt_library.py,23,from_import,typing,Any,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\prompt_library.py,23,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\prompt_library.py,23,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\prompt_library.py,23,from_import,typing,Set,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\prompt_library.py,26,import,yaml,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\prompt_library.py,33,from_import,packaging,version,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\__init__.py,7,from_import,src.drawing_intelligence.llm.llm_gateway,LLMGateway,,exists,Class 'LLMGateway' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\__init__.py,7,from_import,src.drawing_intelligence.llm.llm_gateway,LLMConfig,,exists,Class 'LLMConfig' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\__init__.py,7,from_import,src.drawing_intelligence.llm.llm_gateway,UseCaseType,,missing,Symbol 'UseCaseType' NOT FOUND,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\__init__.py,7,from_import,src.drawing_intelligence.llm.llm_gateway,LLMResponse,,missing,Symbol 'LLMResponse' NOT FOUND,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\__init__.py,8,from_import,src.drawing_intelligence.llm.llm_gateway.budget_controller,BudgetController,,missing,Module 'src.drawing_intelligence.llm.llm_gateway.budget_controller' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\__init__.py,9,from_import,src.drawing_intelligence.llm.llm_gateway.cost_tracker,CostTracker,,missing,Module 'src.drawing_intelligence.llm.llm_gateway.cost_tracker' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\__init__.py,10,from_import,src.drawing_intelligence.llm.llm_gateway.prompt_library,PromptLibrary,,missing,Module 'src.drawing_intelligence.llm.llm_gateway.prompt_library' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\__init__.py,10,from_import,src.drawing_intelligence.llm.llm_gateway.prompt_library,PromptTemplate,,missing,Module 'src.drawing_intelligence.llm.llm_gateway.prompt_library' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\__init__.py,11,from_import,src.drawing_intelligence.llm.llm_gateway.providers.base_provider,LLMProvider,,missing,Module 'src.drawing_intelligence.llm.llm_gateway.providers.base_provider' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\__init__.py,12,from_import,src.drawing_intelligence.llm.llm_gateway.providers.openai_provider,OpenAIProvider,,missing,Module 'src.drawing_intelligence.llm.llm_gateway.providers.openai_provider' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\__init__.py,13,from_import,src.drawing_intelligence.llm.llm_gateway.providers.anthropic_provider,AnthropicProvider,,missing,Module 'src.drawing_intelligence.llm.llm_gateway.providers.anthropic_provider' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\llm\__init__.py,14,from_import,src.drawing_intelligence.llm.llm_gateway.providers.google_provider,GoogleProvider,,missing,Module 'src.drawing_intelligence.llm.llm_gateway.providers.google_provider' not found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\data_structures.py,12,from_import,__future__,annotations,,external,External library,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\data_structures.py,14,from_import,dataclasses,dataclass,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\data_structures.py,14,from_import,dataclasses,field,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\data_structures.py,15,from_import,datetime,datetime,,external,Standard library: datetime,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\data_structures.py,16,from_import,enum,Enum,,external,Standard library: enum,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\data_structures.py,17,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\data_structures.py,17,from_import,typing,Dict,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\data_structures.py,17,from_import,typing,Any,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\data_structures.py,17,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\data_structures.py,17,from_import,typing,Tuple,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\data_structures.py,19,import,numpy,,np,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\data_structures.py,20,import,numpy.typing,,npt,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\data_structures.py,22,from_import,src.drawing_intelligence.llm.utils.geometry_utils,BoundingBox,,missing,Module 'src.drawing_intelligence.llm.utils.geometry_utils' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\data_structures.py,22,from_import,src.drawing_intelligence.llm.utils.geometry_utils,NormalizedBBox,,missing,Module 'src.drawing_intelligence.llm.utils.geometry_utils' not found,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\model_registry.py,15,from_import,dataclasses,dataclass,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\model_registry.py,16,from_import,enum,Enum,,external,Standard library: enum,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\model_registry.py,17,from_import,typing,Dict,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\model_registry.py,17,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\model_registry.py,17,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\__init__.py,3,from_import,src.drawing_intelligence.models.data_structures,ProcessingResult,,exists,Class 'ProcessingResult' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\__init__.py,3,from_import,src.drawing_intelligence.models.data_structures,Entity,,exists,Class 'Entity' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\__init__.py,3,from_import,src.drawing_intelligence.models.data_structures,Detection,,exists,Class 'Detection' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\__init__.py,3,from_import,src.drawing_intelligence.models.data_structures,Association,,exists,Class 'Association' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\__init__.py,3,from_import,src.drawing_intelligence.models.data_structures,BoundingBox,,missing,Symbol 'BoundingBox' NOT FOUND,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\__init__.py,3,from_import,src.drawing_intelligence.models.data_structures,EntityType,,exists,Class 'EntityType' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\__init__.py,3,from_import,src.drawing_intelligence.models.data_structures,ProcessingStage,,exists,Class 'ProcessingStage' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\models\__init__.py,12,from_import,src.drawing_intelligence.models.model_registry,ModelRegistry,,exists,Class 'ModelRegistry' found,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,40,import,gzip,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,41,import,hashlib,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,42,import,json,,,external,Standard library: json,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,43,import,os,,,external,Standard library: os,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,44,import,re,,,external,Standard library: re,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,45,import,tempfile,,,external,Standard library: tempfile,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,46,import,time,,,external,Built-in module: time,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,47,import,uuid,,,external,External library,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,48,from_import,dataclasses,dataclass,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,48,from_import,dataclasses,asdict,,external,Standard library: dataclasses,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,48,from_import,dataclasses,field,,external,Standard library: dataclasses,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,49,from_import,datetime,datetime,,external,Standard library: datetime,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,49,from_import,datetime,timezone,,external,Standard library: datetime,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,49,from_import,datetime,timedelta,,external,Standard library: datetime,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,50,from_import,typing,Dict,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,50,from_import,typing,Any,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,50,from_import,typing,List,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,50,from_import,typing,Optional,,external,Standard library: typing,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,50,from_import,typing,Tuple,,external,Standard library: typing,False
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,51,from_import,pathlib,Path,,external,Standard library: pathlib,True
C:\00Projects\engineering_items_attributes_enrichment\src\drawing_intelligence\orchestration\checkpoint_manager.py,52,import,logging,,,external,Standard library: logging,True
